painting_id,source,filename,painter_name,painting_name,year,style,image_path
725,wikiart,radi-nedelchev_arrivalsq-1972.jpg,radi nedelchev,arrivalsq 1972,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/radi-nedelchev_arrivalsq-1972.jpg
726,wikiart,patrick-caulfield_portrait-of-juan-gris-1963.jpg,patrick caulfield,portrait of juan gris 1963,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/patrick-caulfield_portrait-of-juan-gris-1963.jpg
727,wikiart,patrick-caulfield_les-demoiselles-d-avignon-vues-de-derri-re-1999.jpg,patrick caulfield,les demoiselles d avignon vues de derri re 1999,,Cubism,data/datasets/wikiart_raw/Cubism/patrick-caulfield_les-demoiselles-d-avignon-vues-de-derri-re-1999.jpg
728,wikiart,patrick-caulfield_the-letter-1967.jpg,patrick caulfield,the letter 1967,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/patrick-caulfield_the-letter-1967.jpg
729,wikiart,patrick-caulfield_cross-1968.jpg,patrick caulfield,cross 1968,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/patrick-caulfield_cross-1968.jpg
730,wikiart,patrick-caulfield_interior-evening-1971.jpg,patrick caulfield,interior evening 1971,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/patrick-caulfield_interior-evening-1971.jpg
731,wikiart,a.y.-jackson_frozen-lake-early-spring-algonquin-park-1914.jpg,a.y. jackson,frozen lake early spring algonquin park 1914,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/a.y.-jackson_frozen-lake-early-spring-algonquin-park-1914.jpg
732,wikiart,a.y.-jackson_the-road-to-st-fidele-1930.jpg,a.y. jackson,the road to st fidele 1930,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/a.y.-jackson_the-road-to-st-fidele-1930.jpg
733,wikiart,a.y.-jackson_first-snow-algoma-country-1920.jpg,a.y. jackson,first snow algoma country 1920,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/a.y.-jackson_first-snow-algoma-country-1920.jpg
734,wikiart,a.y.-jackson_smart-river-alaska-1945.jpg,a.y. jackson,smart river alaska 1945,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/a.y.-jackson_smart-river-alaska-1945.jpg
735,wikiart,a.y.-jackson_october-morning-algoma-wartz-lake-1920.jpg,a.y. jackson,october morning algoma wartz lake 1920,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/a.y.-jackson_october-morning-algoma-wartz-lake-1920.jpg
736,wikiart,otto-freundlich_head-self-portrait-1923.jpg,otto freundlich,head self portrait 1923,,Expressionism,data/datasets/wikiart_raw/Expressionism/otto-freundlich_head-self-portrait-1923.jpg
737,wikiart,ralph-rosenborg_landscape-with-weeds-spain-1962.jpg,ralph rosenborg,landscape with weeds spain 1962,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-with-weeds-spain-1962.jpg
738,wikiart,ralph-rosenborg_landscape-a-country-road-and-wild-flowers-1960.jpg,ralph rosenborg,landscape a country road and wild flowers 1960,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-a-country-road-and-wild-flowers-1960.jpg
739,wikiart,ralph-rosenborg_autumn-landscape-1974.jpg,ralph rosenborg,autumn landscape 1974,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_autumn-landscape-1974.jpg
740,wikiart,ralph-rosenborg_composition-in-red-and-black.jpg,ralph rosenborg,composition in red and black,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_composition-in-red-and-black.jpg
741,wikiart,ralph-rosenborg_landscape-with-hills-and-lake-1990.jpg,ralph rosenborg,landscape with hills and lake 1990,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-with-hills-and-lake-1990.jpg
742,wikiart,john-singer-sargent_head-of-a-neapolitan-boy-1879.jpg,john singer sargent,head of a neapolitan boy 1879,,Realism,data/datasets/wikiart_raw/Realism/john-singer-sargent_head-of-a-neapolitan-boy-1879.jpg
743,wikiart,john-singer-sargent_two-white-dresses-1911.jpg,john singer sargent,two white dresses 1911,,Realism,data/datasets/wikiart_raw/Realism/john-singer-sargent_two-white-dresses-1911.jpg
744,wikiart,john-singer-sargent_grace-woodhouse-1890.jpg,john singer sargent,grace woodhouse 1890,,Realism,data/datasets/wikiart_raw/Realism/john-singer-sargent_grace-woodhouse-1890.jpg
745,wikiart,john-singer-sargent_captain-john-spicer.jpg,john singer sargent,captain john spicer,,Realism,data/datasets/wikiart_raw/Realism/john-singer-sargent_captain-john-spicer.jpg
746,wikiart,john-singer-sargent_portrait-of-katharine-chase-shapleigh-1890.jpg,john singer sargent,portrait of katharine chase shapleigh 1890,,Realism,data/datasets/wikiart_raw/Realism/john-singer-sargent_portrait-of-katharine-chase-shapleigh-1890.jpg
747,wikiart,yves-klein_untitled-green-monochrome-1956.jpg,yves klein,untitled green monochrome 1956,,Minimalism,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-green-monochrome-1956.jpg
748,wikiart,yves-klein_untitled-pink-monochrome-1957.jpg,yves klein,untitled pink monochrome 1957,,Minimalism,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-pink-monochrome-1957.jpg
749,wikiart,yves-klein_untitled-blue-monochrome-1959-1.jpg,yves klein,untitled blue monochrome 1959 1,,Minimalism,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-blue-monochrome-1959-1.jpg
750,wikiart,yves-klein_monochrome-vert.jpg,yves klein,monochrome vert,,Minimalism,data/datasets/wikiart_raw/Minimalism/yves-klein_monochrome-vert.jpg
751,wikiart,yves-klein_untitled-pink-monochrome-1957-1.jpg,yves klein,untitled pink monochrome 1957 1,,Minimalism,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-pink-monochrome-1957-1.jpg
752,wikiart,fikret-mualla-saygi_pembe-kahve.jpg,fikret mualla saygi,pembe kahve,,Fauvism,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_pembe-kahve.jpg
753,wikiart,fikret-mualla-saygi_mavi.jpg,fikret mualla saygi,mavi,,Fauvism,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_mavi.jpg
754,wikiart,fikret-mualla-saygi_sar-elbise.jpg,fikret mualla saygi,sar elbise,,Fauvism,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_sar-elbise.jpg
755,wikiart,fikret-mualla-saygi_unknown-title-9.jpg,fikret mualla saygi,unknown title 9,,Fauvism,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_unknown-title-9.jpg
756,wikiart,fikret-mualla-saygi_unknown-title-3.jpg,fikret mualla saygi,unknown title 3,,Fauvism,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_unknown-title-3.jpg
757,wikiart,hilma-af-klint_untitled(6).jpg,hilma af klint,untitled(6),,Symbolism,data/datasets/wikiart_raw/Symbolism/hilma-af-klint_untitled(6).jpg
758,wikiart,hilma-af-klint_the-swan-no-17-1915(1).jpg,hilma af klint,the swan no 17 1915(1),,Expressionism,data/datasets/wikiart_raw/Expressionism/hilma-af-klint_the-swan-no-17-1915(1).jpg
759,wikiart,hilma-af-klint_untitled(4).jpg,hilma af klint,untitled(4),,Symbolism,data/datasets/wikiart_raw/Symbolism/hilma-af-klint_untitled(4).jpg
760,wikiart,hilma-af-klint_untitled.jpg,hilma af klint,untitled,,Symbolism,data/datasets/wikiart_raw/Symbolism/hilma-af-klint_untitled.jpg
761,wikiart,hilma-af-klint_svanen-1914.jpg,hilma af klint,svanen 1914,,Expressionism,data/datasets/wikiart_raw/Expressionism/hilma-af-klint_svanen-1914.jpg
762,wikiart,oskar-kokoschka_not_detected_235833.jpg,oskar kokoschka,not detected 235833,,Expressionism,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235833.jpg
763,wikiart,oskar-kokoschka_not_detected_235868.jpg,oskar kokoschka,not detected 235868,,Expressionism,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235868.jpg
764,wikiart,oskar-kokoschka_not_detected_235867.jpg,oskar kokoschka,not detected 235867,,Expressionism,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235867.jpg
765,wikiart,oskar-kokoschka_not_detected_235883.jpg,oskar kokoschka,not detected 235883,,Expressionism,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235883.jpg
766,wikiart,oskar-kokoschka_not_detected_235842.jpg,oskar kokoschka,not detected 235842,,Expressionism,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235842.jpg
767,wikiart,david-batchelor_untitled-drawing-2006.jpg,david batchelor,untitled drawing 2006,,Minimalism,data/datasets/wikiart_raw/Minimalism/david-batchelor_untitled-drawing-2006.jpg
768,wikiart,david-batchelor_against-nature-detail-2005.jpg,david batchelor,against nature detail 2005,,Minimalism,data/datasets/wikiart_raw/Minimalism/david-batchelor_against-nature-detail-2005.jpg
769,wikiart,david-batchelor_candela-7-450-for-the-death-star-2006.jpg,david batchelor,candela 7 450 for the death star 2006,,Minimalism,data/datasets/wikiart_raw/Minimalism/david-batchelor_candela-7-450-for-the-death-star-2006.jpg
770,wikiart,david-batchelor_slugfest-2012.jpg,david batchelor,slugfest 2012,,Minimalism,data/datasets/wikiart_raw/Minimalism/david-batchelor_slugfest-2012.jpg
771,wikiart,david-batchelor_hackney-road-drawing-2004.jpg,david batchelor,hackney road drawing 2004,,Minimalism,data/datasets/wikiart_raw/Minimalism/david-batchelor_hackney-road-drawing-2004.jpg
772,wikiart,john-chamberlain_untitled-1960.jpg,john chamberlain,untitled 1960,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_untitled-1960.jpg
773,wikiart,john-chamberlain_untitled-1960-1.jpg,john chamberlain,untitled 1960 1,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_untitled-1960-1.jpg
774,wikiart,john-chamberlain_jackpot-1962.jpg,john chamberlain,jackpot 1962,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_jackpot-1962.jpg
775,wikiart,john-chamberlain_big-e-1962.jpg,john chamberlain,big e 1962,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_big-e-1962.jpg
776,wikiart,john-chamberlain_s-1959.jpg,john chamberlain,s 1959,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_s-1959.jpg
777,wikiart,karl-bryullov_portrait-of-zavyalov-fedor.jpg,karl bryullov,portrait of zavyalov fedor,,Romanticism,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-zavyalov-fedor.jpg
778,wikiart,karl-bryullov_ascension-baron-shieling(1).jpg,karl bryullov,ascension baron shieling(1),,Romanticism,data/datasets/wikiart_raw/Romanticism/karl-bryullov_ascension-baron-shieling(1).jpg
779,wikiart,karl-bryullov_portrait-of-julia-samoylova-with-giovannina-pacini-and-black-boy.jpg,karl bryullov,portrait of julia samoylova with giovannina pacini and black boy,,Romanticism,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-julia-samoylova-with-giovannina-pacini-and-black-boy.jpg
780,wikiart,karl-bryullov_portrait-of-the-archeologist-michelangelo-lanci.jpg,karl bryullov,portrait of the archeologist michelangelo lanci,,Romanticism,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-the-archeologist-michelangelo-lanci.jpg
781,wikiart,karl-bryullov_portrait-of-baroness-i-i-klodt(1).jpg,karl bryullov,portrait of baroness i i klodt(1),,Romanticism,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-baroness-i-i-klodt(1).jpg
782,wikiart,william-holman-hunt_the-scapegoat.jpg,william holman hunt,the scapegoat,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-holman-hunt_the-scapegoat.jpg
783,wikiart,william-holman-hunt_lady-fairbairn-with-her-children-1864.jpg,william holman hunt,lady fairbairn with her children 1864,,Romanticism,data/datasets/wikiart_raw/Romanticism/william-holman-hunt_lady-fairbairn-with-her-children-1864.jpg
784,wikiart,william-holman-hunt_self-portrait-1875.jpg,william holman hunt,self portrait 1875,,Romanticism,data/datasets/wikiart_raw/Romanticism/william-holman-hunt_self-portrait-1875.jpg
785,wikiart,william-holman-hunt_portrait-of-dante-gabriel-rossetti-1853.jpg,william holman hunt,portrait of dante gabriel rossetti 1853,,Romanticism,data/datasets/wikiart_raw/Romanticism/william-holman-hunt_portrait-of-dante-gabriel-rossetti-1853.jpg
786,wikiart,william-holman-hunt_fishingboats-by-moonlight.jpg,william holman hunt,fishingboats by moonlight,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-holman-hunt_fishingboats-by-moonlight.jpg
787,wikiart,burhan-dogancay_sailing-hearts-1977.jpg,burhan dogancay,sailing hearts 1977,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_sailing-hearts-1977.jpg
788,wikiart,burhan-dogancay_mystery-woman-1989.jpg,burhan dogancay,mystery woman 1989,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_mystery-woman-1989.jpg
789,wikiart,burhan-dogancay_walls-v-1-1969.jpg,burhan dogancay,walls v 1 1969,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_walls-v-1-1969.jpg
790,wikiart,burhan-dogancay_brooklyn-1998.jpg,burhan dogancay,brooklyn 1998,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_brooklyn-1998.jpg
791,wikiart,burhan-dogancay_la-vie-en-rose-1974.jpg,burhan dogancay,la vie en rose 1974,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_la-vie-en-rose-1974.jpg
792,wikiart,richard-hamilton_just-what-is-it-that-makes-today-s-homes-so-different-1992.jpg,richard hamilton,just what is it that makes today s homes so different 1992,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_just-what-is-it-that-makes-today-s-homes-so-different-1992.jpg
793,wikiart,richard-hamilton_leopold-bloom-1983.jpg,richard hamilton,leopold bloom 1983,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_leopold-bloom-1983.jpg
794,wikiart,richard-hamilton_he-1961.jpg,richard hamilton,he 1961,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_he-1961.jpg
795,wikiart,richard-hamilton_glorious-techniculture-1964.jpg,richard hamilton,glorious techniculture 1964,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_glorious-techniculture-1964.jpg
796,wikiart,richard-hamilton_interior-1964.jpg,richard hamilton,interior 1964,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_interior-1964.jpg
797,wikiart,walter-de-maria_one-sun-2002.jpg,walter de maria,one sun 2002,,Minimalism,data/datasets/wikiart_raw/Minimalism/walter-de-maria_one-sun-2002.jpg
798,wikiart,walter-de-maria_triangle-circle-square-1972.jpg,walter de maria,triangle circle square 1972,,Minimalism,data/datasets/wikiart_raw/Minimalism/walter-de-maria_triangle-circle-square-1972.jpg
799,wikiart,walter-de-maria_time-timeless-no-time-2004.jpg,walter de maria,time timeless no time 2004,,Minimalism,data/datasets/wikiart_raw/Minimalism/walter-de-maria_time-timeless-no-time-2004.jpg
800,wikiart,walter-de-maria_5-7-9-series-1996.jpg,walter de maria,5 7 9 series 1996,,Minimalism,data/datasets/wikiart_raw/Minimalism/walter-de-maria_5-7-9-series-1996.jpg
801,wikiart,walter-de-maria_mile-long-drawing.jpg,walter de maria,mile long drawing,,Minimalism,data/datasets/wikiart_raw/Minimalism/walter-de-maria_mile-long-drawing.jpg
802,wikiart,candido-portinari_scarecrow-1959-1.jpg,candido portinari,scarecrow 1959 1,,Expressionism,data/datasets/wikiart_raw/Expressionism/candido-portinari_scarecrow-1959-1.jpg
803,wikiart,candido-portinari_ndias.jpg,candido portinari,ndias,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/candido-portinari_ndias.jpg
804,wikiart,candido-portinari_dom-quixote-1961.jpg,candido portinari,dom quixote 1961,,Expressionism,data/datasets/wikiart_raw/Expressionism/candido-portinari_dom-quixote-1961.jpg
805,wikiart,candido-portinari_hill-1933.jpg,candido portinari,hill 1933,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/candido-portinari_hill-1933.jpg
806,wikiart,candido-portinari_ndia-e-mulata-1934.jpg,candido portinari,ndia e mulata 1934,,Expressionism,data/datasets/wikiart_raw/Expressionism/candido-portinari_ndia-e-mulata-1934.jpg
807,wikiart,peter-busa_untitled-1964.jpg,peter busa,untitled 1964,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/peter-busa_untitled-1964.jpg
808,wikiart,peter-busa_middlesex-1975.jpg,peter busa,middlesex 1975,,Minimalism,data/datasets/wikiart_raw/Minimalism/peter-busa_middlesex-1975.jpg
809,wikiart,peter-busa_venetian-glow-1959.jpg,peter busa,venetian glow 1959,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/peter-busa_venetian-glow-1959.jpg
810,wikiart,peter-busa_untitled-1964.jpg,peter busa,untitled 1964,,Minimalism,data/datasets/wikiart_raw/Minimalism/peter-busa_untitled-1964.jpg
811,wikiart,peter-busa_new-york-times-1945.jpg,peter busa,new york times 1945,,Cubism,data/datasets/wikiart_raw/Cubism/peter-busa_new-york-times-1945.jpg
812,wikiart,ivan-bilibin_cover-a-series-of-poetry-publishing-rosehip-1906(1).jpg,ivan bilibin,cover a series of poetry publishing rosehip 1906(1),,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_cover-a-series-of-poetry-publishing-rosehip-1906(1).jpg
813,wikiart,ivan-bilibin_illustration-for-the-russian-fairy-story-feather-of-finist-falcon-1(1).jpg,ivan bilibin,illustration for the russian fairy story feather of finist falcon 1(1),,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-russian-fairy-story-feather-of-finist-falcon-1(1).jpg
814,wikiart,ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1906-1(1).jpg,ivan bilibin,illustration for the poem the tale of the golden cockerel by alexander pushkin 1906 1(1),,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1906-1(1).jpg
815,wikiart,ivan-bilibin_illustration-for-the-fairytale-magic-carpet(1).jpg,ivan bilibin,illustration for the fairytale magic carpet(1),,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-fairytale-magic-carpet(1).jpg
816,wikiart,ivan-bilibin_fragment-of-cover-1900(1).jpg,ivan bilibin,fragment of cover 1900(1),,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_fragment-of-cover-1900(1).jpg
817,wikiart,antonio-palolo_untitled-1992-1.jpg,antonio palolo,untitled 1992 1,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/antonio-palolo_untitled-1992-1.jpg
818,wikiart,antonio-palolo_h-rrido-o-sil-ncio-do-teu-corpo-1966.jpg,antonio palolo,h rrido o sil ncio do teu corpo 1966,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/antonio-palolo_h-rrido-o-sil-ncio-do-teu-corpo-1966.jpg
819,wikiart,antonio-palolo_untitled-1966.jpg,antonio palolo,untitled 1966,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/antonio-palolo_untitled-1966.jpg
820,wikiart,antonio-palolo_untitled-1967-1.jpg,antonio palolo,untitled 1967 1,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/antonio-palolo_untitled-1967-1.jpg
821,wikiart,antonio-palolo_untitled-1973-1.jpg,antonio palolo,untitled 1973 1,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/antonio-palolo_untitled-1973-1.jpg
822,wikiart,fred-williams_sapling-forest-1958.jpg,fred williams,sapling forest 1958,,Expressionism,data/datasets/wikiart_raw/Expressionism/fred-williams_sapling-forest-1958.jpg
823,wikiart,fred-williams_boab-trees-kimberley-s-1981.jpg,fred williams,boab trees kimberley s 1981,,Expressionism,data/datasets/wikiart_raw/Expressionism/fred-williams_boab-trees-kimberley-s-1981.jpg
824,wikiart,fred-williams_dight-s-falls-1974.jpg,fred williams,dight s falls 1974,,Expressionism,data/datasets/wikiart_raw/Expressionism/fred-williams_dight-s-falls-1974.jpg
825,wikiart,fred-williams_seascape-with-boat-mornington-1968.jpg,fred williams,seascape with boat mornington 1968,,Expressionism,data/datasets/wikiart_raw/Expressionism/fred-williams_seascape-with-boat-mornington-1968.jpg
826,wikiart,fred-williams_upwey-landscape-ii-1965.jpg,fred williams,upwey landscape ii 1965,,Expressionism,data/datasets/wikiart_raw/Expressionism/fred-williams_upwey-landscape-ii-1965.jpg
827,wikiart,aleksey-antropov_portrait-of-princess-t-a-trubetzkaya.jpg,aleksey antropov,portrait of princess t a trubetzkaya,,Baroque,data/datasets/wikiart_raw/Baroque/aleksey-antropov_portrait-of-princess-t-a-trubetzkaya.jpg
828,wikiart,aleksey-antropov_the-last-supper.jpg,aleksey antropov,the last supper,,Baroque,data/datasets/wikiart_raw/Baroque/aleksey-antropov_the-last-supper.jpg
829,wikiart,aleksey-antropov_portrait-of-elizabeth-of-russia.jpg,aleksey antropov,portrait of elizabeth of russia,,Baroque,data/datasets/wikiart_raw/Baroque/aleksey-antropov_portrait-of-elizabeth-of-russia.jpg
830,wikiart,aleksey-antropov_portrait-of-tsar-peter-i-the-great-1672-1725-1772.jpg,aleksey antropov,portrait of tsar peter i the great 1672 1725 1772,,Baroque,data/datasets/wikiart_raw/Baroque/aleksey-antropov_portrait-of-tsar-peter-i-the-great-1672-1725-1772.jpg
831,wikiart,aleksey-antropov_portrait-of-brigadier-michael-dmitrievich-buturlin.jpg,aleksey antropov,portrait of brigadier michael dmitrievich buturlin,,Baroque,data/datasets/wikiart_raw/Baroque/aleksey-antropov_portrait-of-brigadier-michael-dmitrievich-buturlin.jpg
832,wikiart,viorel-marginean_unknown-title-9.jpg,viorel marginean,unknown title 9,,Fauvism,data/datasets/wikiart_raw/Fauvism/viorel-marginean_unknown-title-9.jpg
833,wikiart,viorel-marginean_prim-vara-la-cenade-1977.jpg,viorel marginean,prim vara la cenade 1977,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/viorel-marginean_prim-vara-la-cenade-1977.jpg
834,wikiart,viorel-marginean_peacock-1.jpg,viorel marginean,peacock 1,,Expressionism,data/datasets/wikiart_raw/Expressionism/viorel-marginean_peacock-1.jpg
835,wikiart,viorel-marginean_peacock.jpg,viorel marginean,peacock,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/viorel-marginean_peacock.jpg
836,wikiart,viorel-marginean_unknown-title-2007.jpg,viorel marginean,unknown title 2007,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/viorel-marginean_unknown-title-2007.jpg
837,wikiart,antoine-watteau_sitting-couple.jpg,antoine watteau,sitting couple,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-watteau_sitting-couple.jpg
838,wikiart,antoine-watteau_gathering-in-the-park.jpg,antoine watteau,gathering in the park,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-watteau_gathering-in-the-park.jpg
839,wikiart,antoine-watteau_cajoler-1708.jpg,antoine watteau,cajoler 1708,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-watteau_cajoler-1708.jpg
840,wikiart,antoine-watteau_the-serenader.jpg,antoine watteau,the serenader,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-watteau_the-serenader.jpg
841,wikiart,antoine-watteau_head-of-a-man.jpg,antoine watteau,head of a man,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-watteau_head-of-a-man.jpg
842,wikiart,zinaida-serebriakova_turkey-two-odalisques-1916.jpg,zinaida serebriakova,turkey two odalisques 1916,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/zinaida-serebriakova_turkey-two-odalisques-1916.jpg
843,wikiart,zinaida-serebriakova_portrait-of-a-young-girl-marrakesh-1932.jpg,zinaida serebriakova,portrait of a young girl marrakesh 1932,,Expressionism,data/datasets/wikiart_raw/Expressionism/zinaida-serebriakova_portrait-of-a-young-girl-marrakesh-1932.jpg
844,wikiart,zinaida-serebriakova_fields-neskuchnoye.jpg,zinaida serebriakova,fields neskuchnoye,,Impressionism,data/datasets/wikiart_raw/Impressionism/zinaida-serebriakova_fields-neskuchnoye.jpg
845,wikiart,zinaida-serebriakova_arab-on-a-donkey-1932.jpg,zinaida serebriakova,arab on a donkey 1932,,Expressionism,data/datasets/wikiart_raw/Expressionism/zinaida-serebriakova_arab-on-a-donkey-1932.jpg
846,wikiart,zinaida-serebriakova_in-the-dressing-room-1924.jpg,zinaida serebriakova,in the dressing room 1924,,Expressionism,data/datasets/wikiart_raw/Expressionism/zinaida-serebriakova_in-the-dressing-room-1924.jpg
847,wikiart,rodolfo-arico_untitled-1965-1.jpg,rodolfo arico,untitled 1965 1,,Minimalism,data/datasets/wikiart_raw/Minimalism/rodolfo-arico_untitled-1965-1.jpg
848,wikiart,rodolfo-arico_untitled-1988.jpg,rodolfo arico,untitled 1988,,Minimalism,data/datasets/wikiart_raw/Minimalism/rodolfo-arico_untitled-1988.jpg
849,wikiart,rodolfo-arico_poligonale-1993.jpg,rodolfo arico,poligonale 1993,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/rodolfo-arico_poligonale-1993.jpg
850,wikiart,rodolfo-arico_assonometria.jpg,rodolfo arico,assonometria,,Minimalism,data/datasets/wikiart_raw/Minimalism/rodolfo-arico_assonometria.jpg
851,wikiart,rodolfo-arico_progetto-b-v-1973.jpg,rodolfo arico,progetto b v 1973,,Minimalism,data/datasets/wikiart_raw/Minimalism/rodolfo-arico_progetto-b-v-1973.jpg
852,wikiart,akseli-gallen-kallela_the-defense-of-the-sampo-1896.jpg,akseli gallen kallela,the defense of the sampo 1896,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/akseli-gallen-kallela_the-defense-of-the-sampo-1896.jpg
853,wikiart,akseli-gallen-kallela_stockflotte-1908.jpg,akseli gallen kallela,stockflotte 1908,,Expressionism,data/datasets/wikiart_raw/Expressionism/akseli-gallen-kallela_stockflotte-1908.jpg
854,wikiart,akseli-gallen-kallela_study-1889.jpg,akseli gallen kallela,study 1889,,Symbolism,data/datasets/wikiart_raw/Symbolism/akseli-gallen-kallela_study-1889.jpg
855,wikiart,akseli-gallen-kallela_d-masqu-e-1888.jpg,akseli gallen kallela,d masqu e 1888,,Romanticism,data/datasets/wikiart_raw/Romanticism/akseli-gallen-kallela_d-masqu-e-1888.jpg
856,wikiart,akseli-gallen-kallela_marie-gall-n-at-the-kuhmoniemi-bridge-1890.jpg,akseli gallen kallela,marie gall n at the kuhmoniemi bridge 1890,,Impressionism,data/datasets/wikiart_raw/Impressionism/akseli-gallen-kallela_marie-gall-n-at-the-kuhmoniemi-bridge-1890.jpg
857,wikiart,jose-de-guimaraes_untitled-1.jpg,jose de guimaraes,untitled 1,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/jose-de-guimaraes_untitled-1.jpg
