index,source,painting_id,image_path,title,artist,top1_correct,top1_score,best_negative_score,best_negative_image_path,best_negative_title,best_negative_artist
2940,wikiart,736,data/datasets/wikiart_raw/Expressionism/otto-freundlich_head-self-portrait-1923.jpg,head self portrait 1923,otto freundlich,True,1.0290589340031147,0.7183521190285682,data/datasets/armenian/images/40441-b.jpg!PinterestSmall.jpg,Philosopher,Minas Avetisyan
2944,wikiart,737,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-with-weeds-spain-1962.jpg,landscape with weeds spain 1962,ralph rosenborg,True,1.0287925028800964,0.7713034309446811,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_autumn-landscape-1974.jpg,autumn landscape 1974,ralph rosenborg
2948,wikiart,738,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-a-country-road-and-wild-flowers-1960.jpg,landscape a country road and wild flowers 1960,ralph rosenborg,True,1.0291519148647785,0.7074888971447945,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-with-hills-and-lake-1990.jpg,landscape with hills and lake 1990,ralph rosenborg
2952,wikiart,739,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_autumn-landscape-1974.jpg,autumn landscape 1974,ralph rosenborg,True,1.029278739988804,0.8309320572018624,data/datasets/wikiart_raw/Abstract_Expressionism/milton-resnick_untitled-1959.jpg,untitled 1959,milton resnick
2956,wikiart,740,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_composition-in-red-and-black.jpg,composition in red and black,ralph rosenborg,True,1.0294078446924686,0.8277635975182056,data/datasets/wikiart_raw/Abstract_Expressionism/audrey-flack_abstract-force-homage-to-franz-kline-1952.jpg,abstract force homage to franz kline 1952,audrey flack
2960,wikiart,741,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-with-hills-and-lake-1990.jpg,landscape with hills and lake 1990,ralph rosenborg,True,1.0289408630132675,0.7221431508660316,data/datasets/wikiart_raw/Abstract_Expressionism/ralph-rosenborg_landscape-a-country-road-and-wild-flowers-1960.jpg,landscape a country road and wild flowers 1960,ralph rosenborg
2964,wikiart,742,data/datasets/wikiart_raw/Realism/john-singer-sargent_head-of-a-neapolitan-boy-1879.jpg,head of a neapolitan boy 1879,john singer sargent,True,1.029375799447298,0.750486360937357,data/datasets/wikiart_raw/Realism/nikolaos-gyzis_portrait-of-tilemahos-gyzis-1890.jpg,portrait of tilemahos gyzis 1890,nikolaos gyzis
2968,wikiart,743,data/datasets/wikiart_raw/Realism/john-singer-sargent_two-white-dresses-1911.jpg,two white dresses 1911,john singer sargent,True,1.0295069272816182,0.7528420823812485,data/datasets/wikiart_raw/Rococo/jean-honore-fragonard_the-see-saw-1750.jpg,the see saw 1750,jean honore fragonard
2972,wikiart,744,data/datasets/wikiart_raw/Realism/john-singer-sargent_grace-woodhouse-1890.jpg,grace woodhouse 1890,john singer sargent,True,1.0296727588772774,0.8301608519256115,data/datasets/wikiart_raw/Rococo/louise-elisabeth-vigee-le-brun_portrait-of-french-actress-louise-rosalie-dugazon-1787.jpg,portrait of french actress louise rosalie dugazon 1787,louise elisabeth vigee le brun
2976,wikiart,745,data/datasets/wikiart_raw/Realism/john-singer-sargent_captain-john-spicer.jpg,captain john spicer,john singer sargent,True,1.0294211976230145,0.7444000120460987,data/datasets/wikiart_raw/Baroque/anthony-van-dyck_arthur-goodwin-m-p-oil-on-canvas.jpg,arthur goodwin m p oil on canvas,anthony van dyck
2980,wikiart,746,data/datasets/wikiart_raw/Realism/john-singer-sargent_portrait-of-katharine-chase-shapleigh-1890.jpg,portrait of katharine chase shapleigh 1890,john singer sargent,True,1.0296030406653882,0.7928987227380275,data/datasets/wikiart_raw/Romanticism/henry-raeburn_portrait-of-mrs-andrew.jpg,portrait of mrs andrew,henry raeburn
2984,wikiart,747,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-green-monochrome-1956.jpg,untitled green monochrome 1956,yves klein,True,1.0285787929594516,0.47436260715126993,data/datasets/wikiart_raw/Minimalism/edward-corbett_washington-d-c-1-1971.jpg,washington d c 1 1971,edward corbett
2988,wikiart,748,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-pink-monochrome-1957.jpg,untitled pink monochrome 1957,yves klein,True,1.028853070884943,0.5194308568537235,data/datasets/wikiart_raw/Color_Field_Painting/ian-davenport_untitled-1995-1.jpg,untitled 1995 1,ian davenport
2992,wikiart,749,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-blue-monochrome-1959-1.jpg,untitled blue monochrome 1959 1,yves klein,True,1.0287693111598493,0.5859085488319397,data/datasets/wikiart_raw/Minimalism/paul-brach_the-negative-way-8-1864.jpg,the negative way 8 1864,paul brach
2996,wikiart,750,data/datasets/wikiart_raw/Minimalism/yves-klein_monochrome-vert.jpg,monochrome vert,yves klein,True,1.029263875335455,0.750866197347641,data/datasets/wikiart_raw/Color_Field_Painting/ellsworth-kelly_green-1951.jpg,green 1951,ellsworth kelly
3000,wikiart,751,data/datasets/wikiart_raw/Minimalism/yves-klein_untitled-pink-monochrome-1957-1.jpg,untitled pink monochrome 1957 1,yves klein,True,1.0290197648108006,0.6762926186621189,data/datasets/wikiart_raw/Color_Field_Painting/clyfford-still_untitled-1951.jpg,untitled 1951,clyfford still
3004,wikiart,752,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_pembe-kahve.jpg,pembe kahve,fikret mualla saygi,True,1.0286619202792644,0.7313488072156906,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_sar-elbise.jpg,sar elbise,fikret mualla saygi
3008,wikiart,753,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_mavi.jpg,mavi,fikret mualla saygi,True,1.02869526386261,0.7958802899718285,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_unknown-title-9.jpg,unknown title 9,fikret mualla saygi
3012,wikiart,754,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_sar-elbise.jpg,sar elbise,fikret mualla saygi,True,1.0292742805182933,0.8148315061628818,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_unknown-title-9.jpg,unknown title 9,fikret mualla saygi
3016,wikiart,755,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_unknown-title-9.jpg,unknown title 9,fikret mualla saygi,True,1.029082227051258,0.8284245899319649,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_sar-elbise.jpg,sar elbise,fikret mualla saygi
3020,wikiart,756,data/datasets/wikiart_raw/Fauvism/fikret-mualla-saygi_unknown-title-3.jpg,unknown title 3,fikret mualla saygi,True,1.0294095715880394,0.7353162035346031,data/datasets/wikiart_raw/Cubism/peter-busa_new-york-times-1945.jpg,new york times 1945,peter busa
3024,wikiart,757,data/datasets/wikiart_raw/Symbolism/hilma-af-klint_untitled(6).jpg,untitled(6),hilma af klint,True,1.0286503817141055,0.4315326038002968,data/datasets/wikiart_raw/Minimalism/edward-corbett_washington-d-c-1-1971.jpg,washington d c 1 1971,edward corbett
3028,wikiart,758,data/datasets/wikiart_raw/Expressionism/hilma-af-klint_the-swan-no-17-1915(1).jpg,the swan no 17 1915(1),hilma af klint,True,1.029043939113617,0.5312083000689745,data/datasets/wikiart_raw/Expressionism/maria-helena-vieira-da-silva_k-k-1933.jpg,k k 1933,maria helena vieira da silva
3032,wikiart,759,data/datasets/wikiart_raw/Symbolism/hilma-af-klint_untitled(4).jpg,untitled(4),hilma af klint,True,1.0283034527301789,0.5331145299226046,data/datasets/wikiart_raw/Naive_Art_Primitivism/horace-pippin_crucifixion-1943.jpg,crucifixion 1943,horace pippin
3036,wikiart,760,data/datasets/wikiart_raw/Symbolism/hilma-af-klint_untitled.jpg,untitled,hilma af klint,True,1.0274584993720055,0.6142811128497123,data/datasets/wikiart_raw/Cubism/salvador-dali_head-of-a-woman.jpg,head of a woman,salvador dali
3040,wikiart,761,data/datasets/wikiart_raw/Expressionism/hilma-af-klint_svanen-1914.jpg,svanen 1914,hilma af klint,True,1.0286901095509529,0.5245058766007423,data/datasets/wikiart_raw/Symbolism/victor-hugo_heraldic-eagle-185.jpg,heraldic eagle 185,victor hugo
3044,wikiart,762,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235833.jpg,not detected 235833,oskar kokoschka,True,1.0293125331401825,0.6647853684425354,data/datasets/wikiart_raw/Expressionism/john-marin_wehawken-sequence.jpg,wehawken sequence,john marin
3048,wikiart,763,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235868.jpg,not detected 235868,oskar kokoschka,True,1.029170753955841,0.7040472282469272,data/datasets/wikiart_raw/Impressionism/valentin-serov_portrait-of-the-artist-ilya-repin-1901.jpg,portrait of the artist ilya repin 1901,valentin serov
3052,wikiart,764,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235867.jpg,not detected 235867,oskar kokoschka,True,1.0268385615944862,0.5734665299206972,data/datasets/armenian/images/still-life-with-skull.jpg!PinterestSmall.jpg,Still Life with Skull,Arshile Gorky
3056,wikiart,765,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235883.jpg,not detected 235883,oskar kokoschka,True,1.028677842915058,0.6673037253320218,data/datasets/wikiart_raw/Impressionism/rudolf-schweitzer-cumpana_hydra-port-1929.jpg,hydra port 1929,rudolf schweitzer cumpana
3060,wikiart,766,data/datasets/wikiart_raw/Expressionism/oskar-kokoschka_not_detected_235842.jpg,not detected 235842,oskar kokoschka,True,1.0287582769989967,0.7844331113994122,data/datasets/wikiart_raw/Baroque/annibale-carracci_nude-study.jpg,nude study,annibale carracci
3064,wikiart,767,data/datasets/wikiart_raw/Minimalism/david-batchelor_untitled-drawing-2006.jpg,untitled drawing 2006,david batchelor,True,1.0295963789522649,0.6409260031580924,data/datasets/wikiart_raw/Abstract_Expressionism/joan-snyder_summer-orange-1970.jpg,summer orange 1970,joan snyder
3068,wikiart,768,data/datasets/wikiart_raw/Minimalism/david-batchelor_against-nature-detail-2005.jpg,against nature detail 2005,david batchelor,True,1.0292214486002922,0.5805609551072121,data/datasets/wikiart_raw/Minimalism/dan-flavin_untitled-to-henri-matisse-1964.jpg,untitled to henri matisse 1964,dan flavin
3072,wikiart,769,data/datasets/wikiart_raw/Minimalism/david-batchelor_candela-7-450-for-the-death-star-2006.jpg,candela 7 450 for the death star 2006,david batchelor,True,1.0282874751091002,0.3582484333962202,data/datasets/wikiart_raw/Pointillism/giacomo-balla_girl-running-on-a-balcony-1912.jpg,girl running on a balcony 1912,giacomo balla
3076,wikiart,770,data/datasets/wikiart_raw/Minimalism/david-batchelor_slugfest-2012.jpg,slugfest 2012,david batchelor,True,1.0296361635625362,0.37368385285139083,data/datasets/wikiart_raw/Abstract_Expressionism/alexander-liberman_gate-of-hope-1972.jpg,gate of hope 1972,alexander liberman
3080,wikiart,771,data/datasets/wikiart_raw/Minimalism/david-batchelor_hackney-road-drawing-2004.jpg,hackney road drawing 2004,david batchelor,True,1.0278450497984886,0.48676329746842384,data/datasets/wikiart_raw/Color_Field_Painting/anne-appleby_red-green-1997.jpg,red green 1997,anne appleby
3084,wikiart,772,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_untitled-1960.jpg,untitled 1960,john chamberlain,True,1.0288287611305713,0.42963330119848253,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_s-1959.jpg,s 1959,john chamberlain
3088,wikiart,773,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_untitled-1960-1.jpg,untitled 1960 1,john chamberlain,True,1.0291240526735783,0.6086609184741973,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_jackpot-1962.jpg,jackpot 1962,john chamberlain
3092,wikiart,774,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_jackpot-1962.jpg,jackpot 1962,john chamberlain,True,1.0287950281798839,0.5870168329775334,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_big-e-1962.jpg,big e 1962,john chamberlain
3096,wikiart,775,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_big-e-1962.jpg,big e 1962,john chamberlain,True,1.0293976786732673,0.6200324615836144,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_jackpot-1962.jpg,jackpot 1962,john chamberlain
3100,wikiart,776,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_s-1959.jpg,s 1959,john chamberlain,True,1.0290248185396194,0.5125804101675748,data/datasets/wikiart_raw/Abstract_Expressionism/john-chamberlain_big-e-1962.jpg,big e 1962,john chamberlain
3104,wikiart,777,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-zavyalov-fedor.jpg,portrait of zavyalov fedor,karl bryullov,True,1.028559743911028,0.8441939990222455,data/datasets/wikiart_raw/Symbolism/arnold-bΓö£╨│Γö¼Γòócklin_portrait-of-the-singer-karl-wallenreiter.jpg,portrait of the singer karl wallenreiter,arnold bΓö£╨│Γö¼Γòócklin
3108,wikiart,778,data/datasets/wikiart_raw/Romanticism/karl-bryullov_ascension-baron-shieling(1).jpg,ascension baron shieling(1),karl bryullov,True,1.0290494795143603,0.7345862181484699,data/datasets/wikiart_raw/Romanticism/gustave-dore_don-quixote-45.jpg,don quixote 45,gustave dore
3112,wikiart,779,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-julia-samoylova-with-giovannina-pacini-and-black-boy.jpg,portrait of julia samoylova with giovannina pacini and black boy,karl bryullov,True,1.0293709123134613,0.8496002501249313,data/datasets/wikiart_raw/Romanticism/john-everett-millais_clarissa.jpg,clarissa,john everett millais
3116,wikiart,780,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-the-archeologist-michelangelo-lanci.jpg,portrait of the archeologist michelangelo lanci,karl bryullov,True,1.0292641918361187,0.8239880406856537,data/datasets/wikiart_raw/Baroque/joseph-wright_reverend-basil-bury-beridge.jpg,reverend basil bury beridge,joseph wright
3120,wikiart,781,data/datasets/wikiart_raw/Romanticism/karl-bryullov_portrait-of-baroness-i-i-klodt(1).jpg,portrait of baroness i i klodt(1),karl bryullov,True,1.0297631891071797,0.887971335798502,data/datasets/wikiart_raw/Realism/nikolai-ge_portrait-of-maria-gabayeva.jpg,portrait of maria gabayeva,nikolai ge
3124,wikiart,782,data/datasets/wikiart_raw/Symbolism/william-holman-hunt_the-scapegoat.jpg,the scapegoat,william holman hunt,True,1.0295786985754967,0.43970582574605943,data/datasets/wikiart_raw/Realism/constant-troyon_plowing.jpg,plowing,constant troyon
3128,wikiart,783,data/datasets/wikiart_raw/Romanticism/william-holman-hunt_lady-fairbairn-with-her-children-1864.jpg,lady fairbairn with her children 1864,william holman hunt,True,1.0289767706394195,0.7812862946093082,data/datasets/wikiart_raw/Realism/klavdy-lebedev_false-dmitry-i-and-princess-xenia-godunova.jpg,false dmitry i and princess xenia godunova,klavdy lebedev
3132,wikiart,784,data/datasets/wikiart_raw/Romanticism/william-holman-hunt_self-portrait-1875.jpg,self portrait 1875,william holman hunt,True,1.0295886301994324,0.8120562362670899,data/datasets/wikiart_raw/Romanticism/polychronis-lembesis_captain-benes.jpg,captain benes,polychronis lembesis
3136,wikiart,785,data/datasets/wikiart_raw/Romanticism/william-holman-hunt_portrait-of-dante-gabriel-rossetti-1853.jpg,portrait of dante gabriel rossetti 1853,william holman hunt,True,1.0290451546013355,0.8084258227050305,data/datasets/wikiart_raw/Symbolism/luigi-russolo_self-portrait-with-skulls-1909.jpg,self portrait with skulls 1909,luigi russolo
3140,wikiart,786,data/datasets/wikiart_raw/Symbolism/william-holman-hunt_fishingboats-by-moonlight.jpg,fishingboats by moonlight,william holman hunt,True,1.029039349257946,0.7151363803446293,data/datasets/wikiart_raw/Impressionism/julian-alden-weir_the-inlet.jpg,the inlet,julian alden weir
3144,wikiart,787,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_sailing-hearts-1977.jpg,sailing hearts 1977,burhan dogancay,True,1.0288788472115993,0.5901270532608032,data/datasets/wikiart_raw/Cubism/alberto-magnelli_man-smoking-1914.jpg,man smoking 1914,alberto magnelli
3148,wikiart,788,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_mystery-woman-1989.jpg,mystery woman 1989,burhan dogancay,True,1.028294368982315,0.5011697211116553,data/datasets/wikiart_raw/Cubism/lyubov-popova_portrait-of-a-philosopher.jpg,portrait of a philosopher,lyubov popova
3152,wikiart,789,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_walls-v-1-1969.jpg,walls v 1 1969,burhan dogancay,True,1.0260141471028328,0.4339121923595667,data/datasets/wikiart_raw/Pop_Art/patrick-caulfield_cross-1968.jpg,cross 1968,patrick caulfield
3156,wikiart,790,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_brooklyn-1998.jpg,brooklyn 1998,burhan dogancay,True,1.0277543866634369,0.6693618905544281,data/datasets/wikiart_raw/Abstract_Expressionism/kenzo-okada_solstice-1954.jpg,solstice 1954,kenzo okada
3160,wikiart,791,data/datasets/wikiart_raw/Pop_Art/burhan-dogancay_la-vie-en-rose-1974.jpg,la vie en rose 1974,burhan dogancay,True,1.0292504808306695,0.5186699351668358,data/datasets/wikiart_raw/Pop_Art/jim-dine_picabia-iii-groans-1971.jpg,picabia iii groans 1971,jim dine
3164,wikiart,792,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_just-what-is-it-that-makes-today-s-homes-so-different-1992.jpg,just what is it that makes today s homes so different 1992,richard hamilton,True,1.0291171614825725,0.4266440099477768,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_interior-1964.jpg,interior 1964,richard hamilton
3168,wikiart,793,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_leopold-bloom-1983.jpg,leopold bloom 1983,richard hamilton,True,1.0291686482727527,0.7525826302170754,data/datasets/wikiart_raw/Expressionism/egon-schiele_the-art-dealer-guido-arnot-1918.jpg,the art dealer guido arnot 1918,egon schiele
3172,wikiart,794,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_he-1961.jpg,he 1961,richard hamilton,True,1.027416794449091,0.5446184750646352,data/datasets/wikiart_raw/Expressionism/walter-battiss_blue-figure.jpg,blue figure,walter battiss
3176,wikiart,795,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_glorious-techniculture-1964.jpg,glorious techniculture 1964,richard hamilton,True,1.0267502239346504,0.4756278195232153,data/datasets/wikiart_raw/Cubism/henri-laurens_la-bouteille-1916.jpg,la bouteille 1916,henri laurens
3180,wikiart,796,data/datasets/wikiart_raw/Pop_Art/richard-hamilton_interior-1964.jpg,interior 1964,richard hamilton,True,1.0277585582435131,0.5815411640703678,data/datasets/wikiart_raw/Romanticism/rudolf-von-alt_the-library-in-the-palais-dumba-1877.jpg,the library in the palais dumba 1877,rudolf von alt
3184,wikiart,797,data/datasets/wikiart_raw/Minimalism/walter-de-maria_one-sun-2002.jpg,one sun 2002,walter de maria,True,1.0294865876436234,0.4155544752627611,data/datasets/wikiart_raw/Impressionism/victor-borisov-musatov_in-the-light-of-the-setting-sun-1904.jpg,in the light of the setting sun 1904,victor borisov musatov
3188,wikiart,798,data/datasets/wikiart_raw/Minimalism/walter-de-maria_triangle-circle-square-1972.jpg,triangle circle square 1972,walter de maria,True,1.0295556113123894,0.4357035793364048,data/datasets/wikiart_raw/Minimalism/eva-hesse_hang-up-1966-1.jpg,hang up 1966 1,eva hesse
3192,wikiart,799,data/datasets/wikiart_raw/Minimalism/walter-de-maria_time-timeless-no-time-2004.jpg,time timeless no time 2004,walter de maria,True,1.0292470069229602,0.4710472244024277,data/datasets/wikiart_raw/Abstract_Expressionism/louise-nevelson_sky-covenant-1973.jpg,sky covenant 1973,louise nevelson
3196,wikiart,800,data/datasets/wikiart_raw/Minimalism/walter-de-maria_5-7-9-series-1996.jpg,5 7 9 series 1996,walter de maria,True,1.0294956025481223,0.5644467130303383,data/datasets/wikiart_raw/Minimalism/dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966.jpg,greens crossing greens to piet mondrian who lacked green 1966,dan flavin
3200,wikiart,801,data/datasets/wikiart_raw/Minimalism/walter-de-maria_mile-long-drawing.jpg,mile long drawing,walter de maria,True,1.0294970355927944,0.32847065761685373,data/datasets/wikiart_raw/Expressionism/candido-portinari_scarecrow-1959-1.jpg,scarecrow 1959 1,candido portinari
3204,wikiart,802,data/datasets/wikiart_raw/Expressionism/candido-portinari_scarecrow-1959-1.jpg,scarecrow 1959 1,candido portinari,True,1.028234369456768,0.5914726482331752,data/datasets/wikiart_raw/Expressionism/joao-vieira_careto-com-burro-1994.jpg,careto com burro 1994,joao vieira
3208,wikiart,803,data/datasets/wikiart_raw/Naive_Art_Primitivism/candido-portinari_ndias.jpg,ndias,candido portinari,True,1.028639459758997,0.6650865897536278,data/datasets/wikiart_raw/Naive_Art_Primitivism/kazimir-malevich_on-the-cemetery-1911.jpg,on the cemetery 1911,kazimir malevich
3212,wikiart,804,data/datasets/wikiart_raw/Expressionism/candido-portinari_dom-quixote-1961.jpg,dom quixote 1961,candido portinari,True,1.0291008578240872,0.7396979354321956,data/datasets/wikiart_raw/Baroque/jusepe-de-ribera_john-of-austria-the-younger-1648.jpg,john of austria the younger 1648,jusepe de ribera
3216,wikiart,805,data/datasets/wikiart_raw/Naive_Art_Primitivism/candido-portinari_hill-1933.jpg,hill 1933,candido portinari,True,1.0294421508908271,0.6208410407602787,data/datasets/wikiart_raw/Naive_Art_Primitivism/tarsila-do-amaral_morro-da-favela-1945.jpg,morro da favela 1945,tarsila do amaral
3220,wikiart,806,data/datasets/wikiart_raw/Expressionism/candido-portinari_ndia-e-mulata-1934.jpg,ndia e mulata 1934,candido portinari,True,1.0281019791960717,0.5330288638919591,data/datasets/wikiart_raw/Post_Impressionism/emily-carr_reforestation-1936.jpg,reforestation 1936,emily carr
3224,wikiart,807,data/datasets/wikiart_raw/Color_Field_Painting/peter-busa_untitled-1964.jpg,untitled 1964,peter busa,False,1.0294384422898293,1.0294384422898293,data/datasets/wikiart_raw/Minimalism/peter-busa_untitled-1964.jpg,untitled 1964,peter busa
3228,wikiart,808,data/datasets/wikiart_raw/Minimalism/peter-busa_middlesex-1975.jpg,middlesex 1975,peter busa,True,1.0292274981737137,0.6443805718421936,data/datasets/wikiart_raw/Minimalism/john-mclaughlin_number-6-1963.jpg,number 6 1963,john mclaughlin
3232,wikiart,809,data/datasets/wikiart_raw/Abstract_Expressionism/peter-busa_venetian-glow-1959.jpg,venetian glow 1959,peter busa,True,1.029452363103628,0.8796919322013855,data/datasets/wikiart_raw/Abstract_Expressionism/philip-guston_last-piece-1958.jpg,last piece 1958,philip guston
3236,wikiart,810,data/datasets/wikiart_raw/Minimalism/peter-busa_untitled-1964.jpg,untitled 1964,peter busa,True,1.0294384422898293,1.029079518020153,data/datasets/wikiart_raw/Color_Field_Painting/peter-busa_untitled-1964.jpg,untitled 1964,peter busa
3240,wikiart,811,data/datasets/wikiart_raw/Cubism/peter-busa_new-york-times-1945.jpg,new york times 1945,peter busa,True,1.029060433804989,0.714577856361866,data/datasets/wikiart_raw/Expressionism/ossip-zadkine_man-with-the-yellow-hat.jpg,man with the yellow hat,ossip zadkine
3244,wikiart,812,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_cover-a-series-of-poetry-publishing-rosehip-1906(1).jpg,cover a series of poetry publishing rosehip 1906(1),ivan bilibin,True,1.0279814392328261,0.5347093736380338,data/datasets/wikiart_raw/Expressionism/frantisek-kupka_the-song-of-songs.jpg,the song of songs,frantisek kupka
3248,wikiart,813,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-russian-fairy-story-feather-of-finist-falcon-1(1).jpg,illustration for the russian fairy story feather of finist falcon 1(1),ivan bilibin,True,1.0290247072279453,0.6392085880041123,data/datasets/wikiart_raw/Expressionism/albert-bloch_souvenir-1921.jpg,souvenir 1921,albert bloch
3252,wikiart,814,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1906-1(1).jpg,illustration for the poem the tale of the golden cockerel by alexander pushkin 1906 1(1),ivan bilibin,True,1.027914191186428,0.6318259526789188,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-fairytale-magic-carpet(1).jpg,illustration for the fairytale magic carpet(1),ivan bilibin
3256,wikiart,815,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-fairytale-magic-carpet(1).jpg,illustration for the fairytale magic carpet(1),ivan bilibin,True,1.0294732083380222,0.7344121488928795,data/datasets/wikiart_raw/Northern_Renaissance/konrad-witz_king-solomon-and-the-queen-of-sheba.jpg,king solomon and the queen of sheba,konrad witz
3260,wikiart,816,data/datasets/wikiart_raw/Art_Nouveau_Modern/ivan-bilibin_fragment-of-cover-1900(1).jpg,fragment of cover 1900(1),ivan bilibin,True,1.0290597297251225,0.5740198393166065,data/datasets/wikiart_raw/Expressionism/ivan-albright_moscow-1967(1).jpg,moscow 1967(1),ivan albright
3264,wikiart,817,data/datasets/wikiart_raw/Color_Field_Painting/antonio-palolo_untitled-1992-1.jpg,untitled 1992 1,antonio palolo,True,1.0280495856702327,0.6901311251521111,data/datasets/wikiart_raw/Color_Field_Painting/frank-stella_les-indes-galantes-iv-1973.jpg,les indes galantes iv 1973,frank stella
3268,wikiart,818,data/datasets/wikiart_raw/Pop_Art/antonio-palolo_h-rrido-o-sil-ncio-do-teu-corpo-1966.jpg,h rrido o sil ncio do teu corpo 1966,antonio palolo,True,1.0284775374829769,0.6739011646807194,data/datasets/wikiart_raw/Cubism/jean-metzinger_composition-all-gorique-1929.jpg,composition all gorique 1929,jean metzinger
3272,wikiart,819,data/datasets/wikiart_raw/Pop_Art/antonio-palolo_untitled-1966.jpg,untitled 1966,antonio palolo,True,1.0290977378189563,0.7360478657484054,data/datasets/wikiart_raw/Cubism/stuart-davis_report-from-rockport-1940.jpg,report from rockport 1940,stuart davis
3276,wikiart,820,data/datasets/wikiart_raw/Pop_Art/antonio-palolo_untitled-1967-1.jpg,untitled 1967 1,antonio palolo,True,1.0282337620854378,0.5763210715353488,data/datasets/wikiart_raw/Cubism/henri-laurens_compote-dish-and-guitar-1927.jpg,compote dish and guitar 1927,henri laurens
3280,wikiart,821,data/datasets/wikiart_raw/Color_Field_Painting/antonio-palolo_untitled-1973-1.jpg,untitled 1973 1,antonio palolo,True,1.0287828880548477,0.7241107654571534,data/datasets/wikiart_raw/Color_Field_Painting/doug-ohlson_marker-california-1986.jpg,marker california 1986,doug ohlson
3284,wikiart,822,data/datasets/wikiart_raw/Expressionism/fred-williams_sapling-forest-1958.jpg,sapling forest 1958,fred williams,True,1.0267890156805515,0.46714290909469125,data/datasets/wikiart_raw/Abstract_Expressionism/william-congdon_piazza-san-marco-no-5-1958.jpg,piazza san marco no 5 1958,william congdon
3288,wikiart,823,data/datasets/wikiart_raw/Expressionism/fred-williams_boab-trees-kimberley-s-1981.jpg,boab trees kimberley s 1981,fred williams,True,1.0297155846655368,0.6482834592461586,data/datasets/wikiart_raw/Post_Impressionism/viorel-marginean_prim-vara-la-cenade-1977.jpg,prim vara la cenade 1977,viorel marginean
3292,wikiart,824,data/datasets/wikiart_raw/Expressionism/fred-williams_dight-s-falls-1974.jpg,dight s falls 1974,fred williams,True,1.02791278347373,0.6676309607923031,data/datasets/wikiart_raw/Expressionism/charles-demuth_coastal-scene-1915.jpg,coastal scene 1915,charles demuth
